,input_text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit
6995,"Feel the pain, and the hope in their eyes to win.... Support farmers maximum everyone.....  #FarmersProtest @UN #ModiRuined_FarmersFarming https://t.co/jfUKKD4uWt",0.00097,0.0,5e-05,0.00013,0.00019,4e-05,2e-05
6996,"Govt terms ''baseless, incorrect'' media reports on ''Make in India'' ventilators in Aurangabad - Outlook India#farmers #farmersprotest",0.00164,0.0,5e-05,0.00013,0.00039,2e-05,2e-05
6997,"I want to know from these people, do you konw about  #GretaThunberg before the tweet in the favour #FarmersProtest  where she from. Now you are burning her posters.Every person who is spoting #FarmersProtest You try to show they all are terrorist khalstani.Shame on you. https://t.co/NDOxsu3q4g",0.34841,3e-05,0.00196,0.01046,0.15428,0.00101,0.00022
6998,@patrickbrownont @iHarkiratSingh @GurratanSingh @PrabSarkaria @kgollee @sandhuamarjot1 @NickGahunia @SaraSinghMPP @MSidhuLiberal @WorldSikhOrg @KamalKheraLib Thanks for support sir #FarmersProtest,0.00105,0.0,0.0001,0.00011,0.00026,2e-05,2e-05
6999,If you move towards your goal with firm belief and perfection then no one can stop you from being successful.  Join the farmers in making them win.   #FarmersProtest #कल_भारत_बंद_होगा https://t.co/UwJk2eVGiG,0.00064,0.0,4e-05,9e-05,0.00014,3e-05,2e-05
7000,Respect Farmers because of them you get food on your table..  #Standwithfarmerschallenge  #FarmerProtests  #FarmersProtest twitter.com/Zebaism/status…,0.00058,0.0,3e-05,9e-05,0.00014,2e-05,1e-05
7001,#FarmersProtest | Five sand-laden trucks have been stationed at Singhu border to stop tractors being driven by the protesters.   deccanherald.com/national/farme…,0.00058,0.0,3e-05,9e-05,0.00014,3e-05,1e-05
7002,Support farmers boycott bjp modi #तोमर_किसानी_बर्बाद_करेगा #FarmersProtest twitter.com/DeepSandhu_K/s…,0.00058,0.0,4e-05,0.0001,0.00013,2e-05,2e-05
7003,#Hinduextremists burning posters of environmental activist @GretaThunberg and spreading environmental #pollution. #EnoughIsEnough #IStandWithFarmers #FarmersProtest,0.03214,1e-05,0.0003,0.0019,0.00172,0.00401,0.00011
7004,#CCA is continuously traveling with the farmers in the ongoing #FarmersProtest in western UP.   Gaurav says that it has been more than 76 days since the farmers started the protest at the Savoy Toll in Meerut. But the #government is still ignorant of the ongoing farmers' protest https://t.co/RcT6XBaC6l,0.03736,0.0,0.00029,0.00041,0.02863,3e-05,4e-05
7005,Now it's the whole world vs BJP . Still 2rs bhakts will call it paid campaign  #FarmersProtest,0.00057,0.0,4e-05,8e-05,0.00012,2e-05,2e-05
7006,"Hearty congratulations of the descent day of the farmers' Aradhya Dev Veer Tejaji Maharaj, on this auspicious festival, we wish the farmers struggle success  #FarmersSupportTraders #FarmersProtest twitter.com/RazDhillon08/s… https://t.co/hCe7XteRxD",0.00046,0.0,3e-05,8e-05,0.00012,2e-05,1e-05
7007,@korilkumar6 @VaishaliPanditT @Harendratauu @Yogeshkherli @PremaVishwas2 @anupama623 @JPSingh_SP @PravinSinghal92 @Prahlad3K @8xEkmJNLRNgx2fn @navi_meena @ajaymaken Follow 👉 @AnnuKhuntla  #FarmersProtest,0.00157,1e-05,0.00028,0.00017,0.00021,4e-05,5e-05
7008,#ModiGovt_ExploitingFarmers #KisanMajdoorEktaZindabaad  #FarmersProtest  #BJP_RSS_AgainstFarmers  No farmers No food No future https://t.co/sOxFAhCsew,0.00117,0.0,7e-05,0.00016,0.00025,3e-05,2e-05
7009,Farmers vs Middlemen  Farmers are our pride and no life without farmers. #FarmersProtest  #FarmersProtests  #Farmers_Are_Our_Proud https://t.co/I5NQHeRVJ6,0.01926,1e-05,0.00034,0.00215,0.00494,0.00019,7e-05
7010,#FarmersProtest 🤝👊♥️🌺 #Indian Navy officers extend their support to protesting #farmers. 🚜 Your love and support counts on..Sirji.. 😍😍😍😍😍🙏🙏🙏🙏 https://t.co/jAQMsRJeI6,0.00061,0.0,4e-05,8e-05,0.00016,2e-05,2e-05
7011,Not getting the price for the crops has become a routine brutality in the farmers' lives.    Still the Government and the drummers (  paid  TV channels ) failed to realise why the farmers are on street ? @_YogendraYadav  #FarmersProtest  #9MonthsOfFarmersProtest twitter.com/ndtv/status/14…,0.00097,0.0,4e-05,0.00012,0.00023,3e-05,2e-05
7012,Day 244   Still Fighting....🌾🌾  Keep Supporting....💪💪  #FarmersProtest #WhyBJPhatesFarmers https://t.co/FyA8TVnTGI,0.00046,0.0,4e-05,7e-05,0.00012,2e-05,2e-05
7013,@timesofindia This is no #FarmersProtest at all. Was never one in the first place.,0.00052,0.0,3e-05,0.0001,0.00012,2e-05,1e-05
7014,The whole world is watching how farmers are suffering... Thank you @rihanna &amp; @GretaThunberg for your support...  #FarmersProtest,0.00094,0.0,5e-05,0.00013,0.0002,3e-05,2e-05
7015,Raman sidhu                                    @RamanSi69529083                         #FarmBills2020                                   #FarmersProtest                                Good efforts g keep it up,0.00114,0.0,0.0001,7e-05,0.00023,4e-05,2e-05
7016,Please thank @narendramodi ji for Kumb ka mela and for getting that Hindu vote ! #FarmersProtest https://t.co/51gj6vJK4a,0.00465,0.0,5e-05,0.00211,0.00081,4e-05,3e-05
7017,"#FarmersProtest is a non-violent movement that intact even today not only in a state but also all over the India, unfortunately the exploitative Govt hates it. @RahulGandhi @INCIndia @revanth_anumula #IStandWithFarmers   #BharatBandh https://t.co/lg8oY2q4ZT https://t.co/GIRCVeXW3y",0.00282,0.0,0.00014,0.00022,0.00047,5e-05,3e-05
7018,@Swati_IKR @rihanna You couldn’t make this shit up!! 😂😂  #FarmersProtest,0.96032,0.00842,0.90523,0.00378,0.25339,0.00107,0.00549
7019,@RahulGandhi Always Proud Indian🇮🇳 Citizens Says Jai Jawan Jaikissan #FarmersProtest #FarmLaws,0.00352,0.0,8e-05,0.00177,0.00059,4e-05,3e-05
7020,Well said naseer sir...#FarmersProtest...how much would you loose if ypu speak up for the right... twitter.com/Arshgrewalz/st…,0.0019,0.0,0.00012,0.00016,0.00042,5e-05,3e-05
7021,Retired army men from uttar-pradesh appeals everyone to support farmers protest in Delhi #FarmersProtest https://t.co/vG714NsPIX,0.00102,0.0,8e-05,0.0002,0.00032,4e-05,3e-05
7022,Today Hashtag  #FarmersProtest #NationalConventionOfFarmers #NationalConventionOfFarmers https://t.co/gszXrH9v3f,0.00039,0.0,3e-05,7e-05,0.0001,2e-05,1e-05
7023,"@sandypb07 @punjabisath1 @Hitesh_42200 @Sukhvir95029705 @wah_malka I didn’t knew who he was until I heard his poem, it’s was amazing he is brilliant #FarmersProtest",0.00084,0.0,9e-05,7e-05,0.00017,2e-05,3e-05
7024,174 Days   450 + deaths  The fight continues.........!!  #किसानों_की_गद्दार_मोदी_सरकार #FarmersProtest @OfficialBKU  @RakeshTikaitBKU https://t.co/oEA2Z7z6Uk,0.00067,0.0,5e-05,0.00011,0.00013,3e-05,2e-05
7025,Let’s do our best to make Farmers voice reverberate louder and louder   #BJPGovtDictatingTwitter   #FarmersProtest https://t.co/PujyN6jvcL,0.00042,0.0,3e-05,7e-05,0.00011,2e-05,1e-05
7026,Retweet n retweet ...let's raise our voices for her ..she must be going through hell every day in the jail . She's been abused by police . #ReleaseNodeepKaur  #FreeNodeepKaur  #FarmersProtest  #EndPoliceBrutality twitter.com/rupikaur_/stat…,0.11667,4e-05,0.00903,0.00148,0.01277,0.00273,0.00111
7027,"To those who work in acres, not in hours.🌾 We Thank You🙏🏻 #FarmersProtest #kisaanmajdoorektazindabad",0.00069,0.0,5e-05,9e-05,0.00014,2e-05,2e-05
7028,"#Congress #Kejriwal #lutyensMedia pushed the country into DEATH BED by organizing FAKE #FarmersProtest  UK strain most reported in Delhi with figures touching 50% in latest spread,was first found in Punjab when NRIs got it with 80% cases in Punjab- then spread to Delhi!",0.00089,0.0,5e-05,8e-05,0.00019,5e-05,2e-05
7029,There Is No Change Where There Is No Action 🙌🙌🌾🌾 #मोदी_सरकार_किसान_बर्बाद #FarmersProtest @JaskMander @Jaswind16391155 @Kulwind36015263 @blue_horizzon https://t.co/djlxHoxJX2,0.00092,0.0,6e-05,0.00012,0.00016,3e-05,2e-05
7030,"The exporters, processors and traders might hoard produces at lower prices and can release only when d prices will go up and States would have no dominance over the handiness of stocks. So on this ground also they should be "" REPEALED"".  #TakeBack_BlackFarmLaws #FarmersProtest https://t.co/NiqihtU7ph",0.00346,1e-05,8e-05,0.00129,0.00058,6e-05,4e-05
7031,yesterday was historical day it was impossible to count that how much Farmer's were present yesterday in maha panchyat. #FarmersProtest  #Farmers_RoaringInUP twitter.com/pd31to604/stat…,0.00057,0.0,4e-05,0.0001,0.00014,2e-05,2e-05
7032,yes 💯👇 Farmers that have lived through this devastation in the US are warning us about the deregulation of farming and the impact on small and marginal farmers. We should listen to them. @Tractor2twitr @Kisanektamorcha #FarmersProtest twitter.com/NFUDC/status/1…,0.00119,0.0,4e-05,0.00013,0.00033,3e-05,2e-05
7033,They are suffering for us! Why can’t we speak for them ?? #FarmersProtest twitter.com/vikasBkuTikri/…,0.00716,0.0,0.00012,0.00048,0.00086,0.00026,5e-05
7034,Former Prime minister &amp; BJP Senior leader Shri Atal Bihari Vajpayee’s stand with farmers.. #FarmersProtest  #FarmLaws https://t.co/efCHM5ECwo,0.00075,0.0,5e-05,8e-05,0.00023,2e-05,1e-05
7035,"@mssirsa @KanganaTeam Any celebrity tweeting on the #FarmersProtest  must first do a PhD, only Kangana can vomit whatever she wants.  #FarmersProtest  #FarmersAreIndia",0.08342,3e-05,0.00681,0.00121,0.01739,0.00052,0.00217
7036,Mr Modi has no idea that the revolution comes from the grassroots. And it is meeting India with great catastrophe. No one can stop the farmers. #FarmersProtest #ModiPlanningFarmersGenocide #ModiGlobalDisaster #IndiaVsPMModi #KhalistanInIndia #Khalistan,0.00086,0.0,4e-05,0.00018,0.00017,3e-05,2e-05
7037,Much of Indian media deserve our own version of the Nuremberg trials. #Nuremberg2 #FarmersProtest #FarmersProstests #FarmersProtests #FarmLaws #FarmerProtests #RedFort twitter.com/mynameswatik/s…,0.00076,0.0,4e-05,0.00018,0.00015,3e-05,2e-05
7038,"@nargis_ranaa @Gurprit33142485 Raise your voice, their crowd is louder, raise louder Raise your voice, even if you're scared Because starvation is more frightening than fear #FarmersProtest @GretaThunberg @TanDhesi @amaanbali @jazzyb @AmandaCerny @miakhalifa @PreetKGillMP @RaviSinghKA",0.00306,0.0,0.00012,0.0003,0.00053,8e-05,4e-05
7039,"If the GoI needs to save its face amidst what is turning out to be a global embarrassment, the PM should imm. grant exemption to states that demand or would slyly want the laws to be done away with. If the laws are any good, let the outcome in other states talk.   #FarmersProtest",0.01177,0.0,0.00021,0.0002,0.00491,5e-05,6e-05
7040,"The ones who indulged in violence on January 26 did not belong to any of the Farmers' Unions: Chaudhary Savit Malik, National President, Kisan Union (@nabilajamal_) #FarmersProtest #FarmLaws #RepublicDayViolence https://t.co/0aPZsfMZYR",0.00098,0.0,5e-05,0.00014,0.00023,3e-05,2e-05
7041,@iamsunnydeol @DunzoIt Sir... Koi ik subh tareekh nikal kar apne @HalkaGurdaspur bi ajoo... Residents of #Gurdaspur are elgarly waiting you for warm welcome. #FarmersProtest,0.00263,0.0,0.00025,0.00029,0.00048,4e-05,6e-05
7042,Its really sad to see how they plant these type of lies in children in such a manner #shame😡 #isupportfarmers #FarmersProtest https://t.co/GZ3iStWoZj,0.05628,0.0,0.00056,0.00073,0.02776,0.00012,0.00014
7043,#8_दिसंबर_भारत_बन्द  #FarmersProtest #KisaanmazdoorEktaZindabaad #8दिसम्बर_भारत_बंद Take back Black laws🤗😑,0.01818,2e-05,0.00046,0.00827,0.00161,0.00015,0.00012
7044,No religion is safe under HINDUVTA! #FarmersProtest = #HumanRights #StandWithFarmers #PunishAntiFarmerBJP twitter.com/cjwerleman/sta…,0.05377,1e-05,0.00011,0.03254,0.00465,0.00048,8e-05
7045,We will definitely win ! #तोमर_किसानी_बर्बाद_करेगा #FarmersProtest twitter.com/japneetkaur77/…,0.00045,0.0,4e-05,8e-05,9e-05,2e-05,2e-05
7046,Black Farmers Link YouTube Videos:  Description: (I Support Farmers) varieties of sugarcane (copb 95)#farming #farmersprotest #india #jatt #life Video: youtu.be/6gqOV1002q0,0.00469,1e-05,0.00015,0.00203,0.00065,6e-05,6e-05
7047,SONAKSHI SINHA ❤️ is asli Sona. That’s a tweet #FarmersProtest #HumanRights https://t.co/w07rYEgy4r,0.0101,1e-05,0.0015,0.0006,0.00126,0.0001,0.00031
7048,#India will repeal three #agriculturalreform laws that have sparked almost a year of massive protests by #farmers. #FarmLawsRepealed #FarmersProtest  ucanews.com/news/modi-u-tu…,0.00051,0.0,3e-05,9e-05,0.00012,2e-05,1e-05
7049,Every where these corrupt politicians are taking Lives of ordinary citizens just because they are from a big political party and ruling Centre and States. Why RSS is quiet is a mystery #IndianLivesMatterMore #FarmersProtest #OxygenCylinder #HospitalBeds #AccheDin r these ? twitter.com/StayingReal051…,0.1572,1e-05,0.0004,0.00187,0.11963,0.00012,0.0001
7050,Red is a dose of joy.  menorah.in/collections/sk…  #artists #ArtistOnTwitter #Red #sketch  #sketchbooklove #stationeryaddict #WearRedDay #FarmersAreIndia #FarmersProtest  #WandaVision https://t.co/dQ0tXv3Uwv,0.00086,0.0,7e-05,0.00014,0.0002,3e-05,2e-05
7051,Massive thank you sooo much to @rihanna for using her platform to help raise awareness about the #farmersprotest ✊🏽🌾thankuuuuuu soo much @rihanna  and shame on all @bollywood stars🖕👎 #ZameenNahiTohZameerTohRakho https://t.co/AKNiMs8uq3 https://t.co/8oujhaAzNJ,0.00223,0.0,0.00021,0.00016,0.00037,4e-05,5e-05
7052,"#Delhi | Congress president #SoniaGandhi attacks Modi government over ongoing farmer agitation and hike in fuel prices, and says country is today standing at crossroads for first time since Independence.  #Congress #FarmersProtest https://t.co/fKPQ6yviGv",0.0005,0.0,3e-05,7e-05,0.00014,2e-05,1e-05
7053,Chacha Hindustani setting examples of what nationalism should be like at #FarmersProtest #NIAusedAgainstFarmers https://t.co/QyM1ryhQnc,0.00048,0.0,3e-05,8e-05,0.00012,2e-05,1e-05
7054,@igurpr33t @rakhitripathi I support farmers too  #FarmersProtest,0.00074,0.0,5e-05,0.00013,0.00016,2e-05,2e-05
7055,Farmers Protest #FarmersProtest,0.00082,0.0,5e-05,9e-05,0.00017,3e-05,2e-05
7056,"#FarmersProtest #HumanRights #ChakkaJam #ReleaseNodeepKaur  @ap @Globalnews @cnn   Great Article, but there's one correction. The protester who died was shot in the head with a tear gas canister. Then his Tractor flipped over.  twitter.com/SkyNews/status…",0.0284,1e-05,0.00029,0.00064,0.00121,0.01199,0.00011
7057,"NPS service provider said that ""OPS is best but I hopeful for NPS"" #OPS #MSP #BanEVM #VRSforMODI #FarmersProtest #NPS_QUIT_INDIA #StopPrivatization #ModiMadeDisaster #RestoreOldPension #JusticeForEmployees #पुरानी_पेंशन_बहाल_करो #PrivatizationNoSolution #SaveFarming_SaveDemocracy https://t.co/WZZkldD6dV",0.00066,0.0,6e-05,7e-05,0.00014,2e-05,2e-05
7058,@Kisanektamorcha this is what happens when you are best friends with PM Modi... Shame on this government! Stand up for the farmers not for #Adani and #Ambani.. #FarmersProtest #FarmerBill2020 https://t.co/Oo19jyH1u1,0.00182,0.0,7e-05,0.00014,0.00044,3e-05,2e-05
7059,#ModiVsFarmersParliament  #chandigarhpolice_againstfarmers  #मंत्री_नहीं_खेती_क़ानून_हटाओ  #चौकीदार_ही_चोर_है Modi Govt has paralyzed the Indian Economy. goes to Modi who has been fooling 135 crore people for 8 years continuously #FarmersProtest #किसान_आंदोलन_संसद_तक twitter.com/gurpree7047279…,0.00118,0.0,9e-05,0.00012,0.00026,3e-05,2e-05
7060,OMG. This is too funny and if you can’t understand punjabi you are just missing out. I could watch it all day a cry laughing. 🤣🤣🙄🙄 #FarmersProtest twitter.com/jazzyb/status/…,0.06634,3e-05,0.00112,0.02509,0.01285,0.00036,0.0003
7061,"Our Unity Is Our Religion, Stay Together For Farmer's  Sure We Will Win..  We Are Not Backing Down !! #FarmersProtest #GiveMSP_RepealLaws https://t.co/V83qEI2exM",0.001,0.0,4e-05,0.00016,0.0002,3e-05,2e-05
7062,"@SinghSwaiman @YouTube Excellent ❤️ keep up the awesome work Dr- #FarmersProtest farmers protesting for their rights, democracy in a covid safe way.",0.00084,0.0,5e-05,9e-05,0.00022,2e-05,2e-05
7063,"Farmers, labourers, education workers, Dalits are on the streets today, protesting in the cold because they don't want their future generations to go hungry. They are tired of being OPPRESSED.  #RememberSirChhotuRamInModiEra #FarmersProtest https://t.co/XT2sVa96kk",0.00165,0.0,6e-05,0.00018,0.00036,4e-05,2e-05
7064,@VishalDadlani Thank you for posting this! Takes a lot of courage to stand up against tyrants in Bollywood. #FarmersProtest,0.00282,0.0,6e-05,0.00036,0.00065,4e-05,3e-05
7065,No farmers No food!  #FarmersProtest #IamWithKhalsaAid #IamWithFarmers #FarmersProtest https://t.co/8hU8OZvdr3,0.00238,0.0,6e-05,0.00031,0.0004,4e-05,2e-05
7066,"@RahulGandhi Sir, yeh bhi Bata do- chal Kya raha hey? Kishan sirf Punjab (Ruled by congress) mein hein yah har state mein. If you are really concern for farmers instead of doing politics then invite all party members and conduct a joint party meeting #kisanandolan #FarmersProtest https://t.co/93w1UWWus1",0.00145,0.0,0.00014,0.00014,0.00032,3e-05,3e-05
7067,@DrArchanaINC Thanks for supporting farmers RT #तानाशाह_मोदी_किसान_विरोधी l #FarmersProtest India,0.00054,0.0,4e-05,0.0001,0.00012,2e-05,2e-05
7068,The time has reached to end the #indian barbarity. Beseige Indian parliament on 22 July.   #Farmersprotest #sfj #Farmersprotest_AtParliament @Amit7Chaudhary @sucherita_k @SrivastvaSaloni  @SyyedSuhail @prakash_singh7 @Alisha_nair18  @ShivaniGupta_5 @shawansen  @Shaziya_N,0.00773,1e-05,0.00014,0.00344,0.00075,0.0002,5e-05
