input_text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit
"Lakha Sidhana has always bring positivity and chardi klaa to this protest , May almighty be with us in this , Please Stay United #FarmersProtest https://t.co/CmOhKT5X7V",0.00059,0.0,4e-05,8e-05,0.00015,2e-05,2e-05
@HryTweet_ @Lakhi00460874 Yes true ji #FarmersProtest  #Desh_Ka_Gaddar_RSS,0.00115,0.0,0.00016,0.00011,0.00018,3e-05,4e-05
@with_kaur @Dharmin77420767 Yes true sis #FarmersProtest  #Desh_Ka_Gaddar_RSS,0.00089,0.0,0.00011,0.0001,0.00012,3e-05,4e-05
@KaurPunjabian True ji  #FarmersProtest  #Desh_Ka_Gaddar_RSS,0.00232,1e-05,0.00033,0.00017,0.00033,4e-05,8e-05
"No need to disrespect someone just because they have different mindset than yours, We people need to grow up and have a serious thought regarding this , Our focus should be on Farmers only and their well being #FarmersProtest #Desh_Ka_Gaddar_RSS twitter.com/singh_harry07/…",0.00408,0.0,8e-05,0.00024,0.00111,5e-05,3e-05
"Honestly, in all the reports that @saahilmenghani has been putting out, one significant factor that is evidently visible, is that the numbers are only increasing, growing &amp; #FarmersProtest is intensifying. Also, that #FarmersProtest is consistently ON across India. twitter.com/rituraj_prht/s…",0.00044,0.0,3e-05,7e-05,0.00011,2e-05,1e-05
Excuse me? @DelhiPolice @du_jat   Is this for reals??  #Farmersprotest twitter.com/jhatkai/status…,0.00122,0.0,8e-05,0.00011,0.00024,3e-05,2e-05
"Cause thats their pet hobby, that they are doing to divert the REAL issue.  Khalistan is most talked about NON existent nation of world  #FarmersProtest twitter.com/89MaNdEePp/sta…",0.00594,0.0,0.00018,0.00046,0.00121,5e-05,5e-05
"Yes only poltical parties,their supporters nd theirs media talks bout it 24*7   Sikhs don't even talk a bit about it #FarmersProtest   Btw khalistani is one who stands fr truth righteous,against oppression this needs to be clear too. twitter.com/89MaNdEePp/sta…",0.00089,0.0,5e-05,0.00013,0.0002,2e-05,2e-05
Weoooowww lets goo  #Farmersprotest twitter.com/PunYaab/status… https://t.co/9IcMQAhjjU,0.00924,1e-05,0.00133,0.00027,0.0017,9e-05,0.00014
STAY UNITED STAY PEACEFUL  #FarmersProtest = #HumanRights twitter.com/llHarleenII/st…,0.01406,0.0,0.00016,0.00092,0.00307,0.00016,6e-05
"""If it is important to you, you will find a way.  If it is not, you will find an excuse.""  #FarmersProtest",0.00088,0.0,6e-05,0.0001,0.00012,3e-05,2e-05
@Sanjana_Hr @navneesohal Good news thanks ji  #FarmersProtest  #Desh_Ka_Gaddar_RSS,0.00132,0.0,0.00019,0.00013,0.0002,3e-05,5e-05
"Have you wondered why political parties &amp; their supporters are talking more abt ""KHALISTAN"" than Sikhs themselves? #FarmersProtest",0.01031,1e-05,0.00033,0.0023,0.00192,7e-05,9e-05
"@ndtv If  GDP was at +10perc, one may not have felt the pinch of black 3Agri laws. That perc would have pushed MSP for farmers irrespective of Govt gurantees. 2day  -ve GDP, high jobloss rates, liw buying power, farmers are bound to bleed to death. #FarmersProtest #NoVoteToBJP",0.03101,2e-05,0.00035,0.01371,0.00245,0.00047,0.00012
"One of best cartoon seen in recent times , Job well Done 👍  #GoBackModi  #JobKiBaat #lockdown #India #WestBengal #Assam #TamilNadu #Kerala #Mumbai #Delhi #FarmersProtest #Farmers #मोदी_बकवास_बंद_करो #मोदी_झूठा_है #अंधभक्त https://t.co/oa7LiVfwzd",0.00066,0.0,7e-05,8e-05,0.00015,2e-05,2e-05
@Ramankullar9 @imanukaur9999 Good ji   #FarmersProtest  #Desh_Ka_Gaddar_RSS,0.0022,1e-05,0.00036,0.00017,0.00031,5e-05,8e-05
Violence is thought of  shrewd politican not farmers .   Farmers feed the entire nation &amp; population.  #FarmersProtest twitter.com/ndtv/status/13…,0.0231,1e-05,0.00019,0.00192,0.00319,0.00138,7e-05
"It should continue, we support #FarmersProtest ... twitter.com/ndtv/status/13…",0.00052,0.0,3e-05,8e-05,0.00012,2e-05,1e-05
"My heart smiles every morning when I see pictures of such strong protestors, but I cringe too thinking, how much longer?   Let's help make the lives of farmers a little bit better on the colourful ocassion of Holi.   #होली_के_रंग_किसानों_के_संग #FarmersProtest twitter.com/Tractor2twitr/…",0.00069,0.0,4e-05,0.0001,0.00016,3e-05,2e-05
@pbhushan1 Let's help make the lives of farmers a little bit better on the colourful ocassion of Holi.   #होली_के_रंग_किसानों_के_संग #FarmersProtest https://t.co/0w9Y7XG9ah,0.00062,0.0,5e-05,0.0001,0.00013,2e-05,2e-05
@with_kaur Good night sis  #FarmersProtest  #Desh_Ka_Gaddar_RSS,0.00683,1e-05,0.00095,0.00032,0.00085,0.00011,0.00018
"Farmers have been protesting for 4 months now, away from their homes and families.   Let's help make the lives of farmers a little bit better on the colourful ocassion of Holi.   #होली_के_रंग_किसानों_के_संग #FarmersProtest twitter.com/pbhushan1/stat…",0.00083,0.0,5e-05,0.00012,0.00019,2e-05,2e-05
"@AITCofficial @BJP4Bengal They are Doctorate in #Fake since 2014 to till now. Demonitization #Black money, fake currency etc. #COVID19 can be tackled with in 21 days Said #PM earlier. MODI'S GUJRAT TOPS FAKE CURRENCY.  #HappyHoli  #COVID19 #FarmersProtest #ShabeBaraat https://t.co/Gs4IyCT7Vt",0.00887,1e-05,0.00025,0.00215,0.00138,8e-05,8e-05
@jihadwatchRS Spreading mayhem back home in India. Soon they will struggle to find trust or respect anywhere if they carry on this way. #Nanded #FarmersProtest,0.00054,0.0,3e-05,9e-05,0.00012,2e-05,1e-05
"#TrendingTonight | ""Why would we unleash violence against our own people? Even the roads have been closed by the government, not us"": Naresh Tikait, President, Bhartiya Kisan Union   #FarmersProtest https://t.co/esW0juCQTp",0.0007,0.0,3e-05,0.00011,0.00015,3e-05,1e-05
@ikaur_deep Absolutely ryt sis  #FarmersProtest  #Desh_Ka_Gaddar_RSS,0.00191,0.0,0.0003,0.00013,0.00025,4e-05,7e-05
"#TrendingTonight | ""If we stop protesting, it will ruin our future. We have no choice but to continue the movement"": Naresh Tikait, President, Bhartiya Kisan Union   #FarmersProtest https://t.co/YplaqdvUxg",0.00063,0.0,3e-05,9e-05,0.00014,2e-05,2e-05
Jangra wants to service his engine #FarmersProtest #Haryana twitter.com/RajeshB0081102…,0.00066,0.0,5e-05,8e-05,0.00015,2e-05,2e-05
"#TrendingTonight | ""Protests are continuing, all farmers are united"": Naresh Tikait, President, Bhartiya Kisan Union   #FarmersProtest https://t.co/92XiZPQ4np",0.00049,0.0,3e-05,9e-05,0.00013,2e-05,1e-05
Farmers Suicide Reasons and Remedies Why Indian Farmers are committing Suicide. A farmer every 3 hours. #FarmersProtest #FarmLaws_DeathWarrant #farmersyuicide  youtu.be/CDRvTZGWmj8,0.06608,2e-05,0.00093,0.00988,0.00556,0.00171,0.00032
Kill the Bills 🗡 Written and directed by the Farmers #FarmersProtest https://t.co/xBJku9fnR0,0.28013,0.00012,0.0025,0.00258,0.00258,0.18325,0.00042
Cannot believe @REMAXca has employees who are openly giving death threats to a community and people protesting against farm laws. Not that I support ruining the employees life - but he should atleast be trained in civil discourse in 🇨🇦 #Farmersprotest twitter.com/sukhisukhii/st…,0.0299,1e-05,0.00058,0.00085,0.00326,0.00186,0.00019
@bains_nikki We all r united 4 our farmers of all states. We r united we r farmers #FarmersProtest #BurnFarmLawsOnHoli #होली_के_रंग_किसानों_के_संग https://t.co/iV0PrjeSBt,0.00062,0.0,5e-05,0.0001,0.00014,2e-05,2e-05
@standwithfarm14 @with_kaur @imanukaur9999 @Mehragirl2 @kamalji15639251 @jot_sohal4 @iamnavroop Thanks sis  #FarmersProtest,0.00099,0.0,0.00012,0.00012,0.00017,3e-05,3e-05
Right #FarmersProtest twitter.com/kisanitcell1/s…,0.00046,0.0,4e-05,7e-05,0.00011,2e-05,1e-05
m.thewire.in/article/rights… F.A.R.M.E.R. F – Fearlessness A – Assertion R – Resolve M – Morality E – Empathy R – Righteousness #FarmersProtest,0.01811,2e-05,0.00388,0.00055,0.00273,0.0001,0.00054
@bains_nikki Pti protest 2 stop acquiring of our land our farmers r on roads be it at borders/2 save their own land/2 protest against bjp people wherever they come with the intention of provoking our farmers it becomes our moral duty 2 stand 4 our farmers in every possible way #FarmersProtest https://t.co/c1btWHRVmS,0.00053,0.0,3e-05,0.0001,0.00014,2e-05,1e-05
Nothing strengthens authority so much as silence.   Speak up and support farmers. They are suffering and dying  #FarmersProtest   16:28:10,0.00284,0.0,7e-05,0.0003,0.0003,0.00018,4e-05
"RG is not going to play ball with Pawar's tantrums. If Pawar thinks that Supriya's career is safe with BJP, he should go ahead with the NDA.  As for Modi, former Agri Minister from farmlands will not be able to pacify #FarmersProtest of PB-HR, try all he want.",0.00108,0.0,6e-05,0.0001,0.00026,3e-05,3e-05
124 days of agitation is there any humanitarian feeling in this government for farmers or they have become totally stonehearted? Shameless ruling politicians   मैं लौटने के इरादे से जा रहा हूँ मगर सफर सफर है मेरा इंतज़ार मत करना  @MonikaSinghSays  #FarmersProtests #FarmersProtest,0.01426,0.0,0.00029,0.00039,0.00809,4e-05,4e-05
#FarmersProtest  it’s #food  loot by corporate twitter.com/avasharma01us/…,0.00072,0.0,4e-05,9e-05,0.00017,2e-05,2e-05
"@AMIT_GUJJU @TajinderBagga Desparate journo, covering this fake farmer leader himself is not caring to cover such incident. He will also not show this 3/5 star hotel party by fake #Kisanleaders.  Sad to see sold out journalists not showing reality of #FarmersProtest #FakeFarmerProtest #RakeshTikait https://t.co/XNKW5YpUY5",0.05598,1e-05,0.00118,0.00142,0.03236,0.00012,0.00021
"""Villages have prepared roster for next 7-10 months of farmers who'll come to stay at Tikri""  @saahilmenghani has also shown this in his report, that since farmers are currently harvesting crops, they are taking turns to visit #FarmersProtest sites  m.thewire.in/article/rights…",0.0005,0.0,3e-05,9e-05,0.00013,2e-05,1e-05
Prayers for farmers at Protest  and their families #FarmersProtest,0.00092,0.0,5e-05,0.00013,0.00021,3e-05,2e-05
"@MobiKwik @rsprasad #FarmersProtest account Twitter se baad mei ban karwana sir, pehle MobiKwik companies par lagaam lagao.  11 Cr Data of Indian Users leaked. India's Biggest Leak ever. It includes all details like Credit Card / Debit Card number, CVV, expiry date, address. https://t.co/NhVpGBgbqO",0.00062,0.0,7e-05,9e-05,0.00013,2e-05,2e-05
Even the strongest blizzards start with a single snowflake.  Every voice counts.  📢Speak up against the Injustice and Oppression of FARMERS  #FarmersProtest   16:14:10,0.00147,0.0,0.0001,0.00016,0.00028,5e-05,4e-05
Rss and Modi are virus of the nation . People are being mislead  by Modi's paid media and BJP IT cell.. #Desh_Ka_Gaddar_RSS  #GoBackModi  #FarmersProtest https://t.co/l62HLU9vt4,0.01323,1e-05,0.00146,0.00027,0.00138,0.0001,0.00056
I cannot imagine what Farmers... who especially the elders must be going through sitting in the heat... and Summer has just started...   #FarmersProtest twitter.com/httweets/statu…,0.00046,0.0,2e-05,8e-05,0.00012,2e-05,1e-05
"Without Hate , Without Fear #FarmersProtest",0.00337,0.0,0.0001,0.00022,0.00045,9e-05,3e-05
@HareRam8118 dont use 90% hindu following RSS BJP  if u dont know go and check reality . all real hindu hate.nazi ki oulad RSS bjp  now u can cry shouting or hit ur head in wall but truth never ll change  u can write essay but true human dont care #FarmersProtest  #होली_के_रंग_किसानों_के_संग,0.30986,0.00019,0.01087,0.03369,0.01604,0.01253,0.00094
Today’s leader in India are corrupt now education no sympathy and no humanity #FarmersProtest #GoBackModi,0.3896,2e-05,0.00056,0.05392,0.23347,0.00031,0.00019
"@shubhshaurya1 Yup, any form of extremism is wrong. Anything that threatens unity, peace and freedom in the nation is wrong religious hate is wrong people of India have had enough #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights",0.01437,1e-05,0.00016,0.00478,0.00116,0.00014,9e-05
The young generation has to come forward the politics for these all  vultures to leave #GoBackModi #FarmersProtest,0.36603,4e-05,0.0062,0.00481,0.29997,0.00032,0.00106
We need an educated and honest leader #GoBackModi #FarmersProtest,0.00098,0.0,3e-05,7e-05,0.0003,2e-05,1e-05
"Govt may want fear instilled.but fearlessness, questioning d powers &amp; dissent is spreading faster n far than they can imagine. questions shall be asked of  Namo govts failures on all front!these 5 states wil show even their fav game called election wil fail them. #FarmersProtest",0.00107,0.0,4e-05,0.00011,0.00026,3e-05,2e-05
Hi support #FarmersProtest #GoBackModi,0.00057,0.0,4e-05,8e-05,0.0001,3e-05,2e-05
@ParNain9 What happened to sarkar ji Covid +  #FarmersProtest #Desh_Ka_Gaddar_RSS #होली_के_रंग_किसानों_के_संग,0.00092,0.0,0.00015,0.00013,0.00013,3e-05,4e-05
@PunYaab ⚜️farmers protest in Malout with demands to seek assurance from police that they won't arrest farmers with false claims have been approved after 2 meeting by SP of Muktsar himself. As police came to arrest a person this mrng who died 3 years ago😂   #FarmersProtest https://t.co/RFndYBVRLn,0.00195,0.0,9e-05,0.00017,0.00052,3e-05,3e-05
@Sainikhushii @llHarleenII #Desh_Ka_Gaddar_RSS Shame on rss bjp modi shah #FarmersProtest,0.09954,0.00014,0.02605,0.00112,0.00243,0.0003,0.00534
@Mustak_Malarna #Desh_Ka_Gaddar_RSS Shame on rss bjp modi shah #FarmersProtest,0.04775,7e-05,0.00957,0.00074,0.00103,0.00024,0.00244
⚜️farmers protest in Malout with demands to seek assurance from police that they won't arrest farmers with false claims have been approved after 2 meeting by SP of Muktsar himself. As police came to arrest a person this mrng who died 3 years ago😂   #FarmersProtest https://t.co/5Wwm4mZiZl,0.00165,0.0,9e-05,0.00013,0.00043,3e-05,3e-05
@Drkhinda2 @rss Majority of Hindus don’t want Hindu Rashtar just like Majority of Sikhs dont want khalistan but the few extremists or fanatics want to create both for their own agendas and there is every possibility that both are one behind the curtain #Desh_Ka_Gaddar_RSS #FarmersProtest,0.0042,0.0,5e-05,0.00168,0.00081,3e-05,2e-05
"Amit Agarwal at ThinkEdu: Amazon created 2 lakh jobs in India during the lockdown, ahead of all targets set by Bezos - EdexLive#farmers #farmersprotest",0.00043,0.0,3e-05,7e-05,0.00011,2e-05,1e-05
"All people knows truth... now, time is changing after #FarmersProtest #Desh_Ka_Gaddar_RSS  #होली_के_रंग_किसानों_के_संग twitter.com/PunYaab/status…",0.00073,0.0,7e-05,0.0001,0.00012,2e-05,2e-05
@Harpree12016314 @RGulreet @RainbowMahi @gurjit_geet @singh_manjit21 @sandeep41090 @Gurpree55127168 @Randhawa_pb21 @BhinderTeji @Kaur_Grenade @KaurRaavi @Sukh87061902 @kulwind24296430 #Desh_Ka_Gaddar_RSS Shame on rss bjp modi shah #FarmersProtest,0.04907,6e-05,0.01042,0.0011,0.00255,0.00021,0.00137
@Ishwarp07537935 @standwithfarm14 @Baljind22466285 @Ramneekkaur786 @amanmangat08 @kaurSonuHundal @farmers_justice @Iamjazzie96 @Harprit97473725 @Mehragirl2 @jot_sohal4 #Desh_Ka_Gaddar_RSS Shame on rss bjp modi shah #FarmersProtest,0.04359,5e-05,0.01072,0.00084,0.00224,0.00019,0.0012
Support farmers. BJP take black laws back. #FarmersProtest #ModiGoBack #bjp_किसान_विरोधी #ModiAgainstFarmers #Tractor2Twitter #TakeFarmersLawsBack #GodiMedia,0.01909,2e-05,0.00024,0.01454,0.00162,0.00016,7e-05
"29/03/1849 - ""In Punjab after the death of King Maharaja Ranjit Singh... On this Date Punjab Raaj was Over and British Rule was started"" #FarmersProtest",0.00045,0.0,4e-05,8e-05,0.0001,2e-05,2e-05
@abhijitmajumder What shit is it really very very serious if its being report by @ndtv ????????@TajinderBagga @sharmarekha @JPNadda @KailashOnline @narendramodi #FarmersProtest,0.94493,0.00701,0.90001,0.00461,0.20808,0.00092,0.00298
"#FarmersProtest #IStandWithFarmers   Happy Hollah Mollah to all, especially to those celebrating while fighting for their right to fair prices, legal actions, and their livelihood. How many more before there is enough blood on your hands @PMOIndia",0.00803,1e-05,0.00041,0.00029,0.00084,0.00083,0.00013
Yup   It's a markup everywhere   #Farmersprotest twitter.com/avasharma01us/…,0.00053,0.0,4e-05,8e-05,0.00012,2e-05,1e-05
Shame Shame #FarmersProtest #Desh_Ka_Gaddar_RSS twitter.com/shahidsheik03/…,0.0346,1e-05,0.00209,0.00089,0.00567,0.00016,0.00032
Nihang Singhs moving towards open grounds for Hola Mohalla  #FarmersProtest #HolaMohalla twitter.com/jasveermuktsar…,0.00056,0.0,4e-05,0.0001,0.00013,2e-05,1e-05
Check out 'Mangdeyan Haq' by @ShinCobraLondon &amp; @HARVEYSAHOTA  A track in support of the #farmersprotest in Delhi.  #Spotify #Deezer #ITunes #AmazonMusic   open.spotify.com/track/09UWDQxM…  #KisanEktaZindaabaad #harveysahota #shincobra #kissrecords https://t.co/JBG8XVkoe1,0.00081,0.0,0.0001,0.00012,0.00015,3e-05,3e-05
